Date,Title,Author
3/28/2010,Angelology,Danielle Trussoni
3/28/2010,Hell Gate,Linda Fairstein
3/28/2010,Major Pettigrews Last Stand,Helen Simonson
4/4/2010,Think Twice,Lisa Scottoline
4/4/2010,The Girl Who Chased The Moon,Sarah Addison Allen
4/11/2010,Caught,Harlan Coben
4/11/2010,Bite Me,Christopher Moore
4/11/2010,Matterhorn,Karl Marlantes
4/11/2010,Shattered,Karen Robarts
4/11/2010,The Mapping Of Love And Death,Jacqueline Winspear
4/18/2010,Silver Borne,Patricia Briggs
4/18/2010,Deception,Jonathan Kellerman
4/18/2010,Solar,Ian McEwan
4/18/2010,Without Mercy,Lisa Jackson
4/25/2010,Changes,Jim Butcher
4/25/2010,The Walk,Richard Paul Evans
4/25/2010,A River In The Sky,Elizabeth Peters
4/25/2010,The Black Cat,Martha Grimes
4/25/2010,The Aloha Quilt,Jannifer Chiaverini
4/25/2010,Cat Of The Century,Rita Mae Brown & Sneaky Pie Brown
5/2/2010,The Shadow Of Your Smile,Mary Higginss Clark
5/2/2010,Every Last One,Anna Quindlen
5/2/2010,Wrecked,Carol Higgins Clark
5/2/2010,A Mighty Fortress,David Weber
5/2/2010,Beatrice And Virgil,Yann Martel
5/2/2010,The Bride Collector,Ted Dekker
5/9/2010,Deliver Us From Evil,David Baldacci
5/9/2010,The Double Comfort Safari Club,Alexander McCall Smith
5/9/2010,This Body Of Death,Elizabeth George
5/9/2010,Lucid Intervals,Stuart Woods
5/9/2010,Burning Lamp,Amanda Quick
5/16/2010,The 9th Judgement,James Patterson
5/16/2010,Lover Mine,J. R. Ward
5/16/2010,Hannas List,Debbie Macomber
5/16/2010,The Godd Of The Hive,Laurie R. King
5/16/2010,Island Beneath The Sea,Isabel Allende
5/23/2010,Dead In The Family,Charlaine Harris
5/23/2010,Innocent,Scott Turow
5/23/2010,Blue-Eyed Devil,Robert B. Parker
5/23/2010,Tell-All,Chuck Palahniuk
5/23/2010,The Imperfectionists,Tom Rachman
5/30/2010,Heart Of The Matter,Emily Griffin
5/30/2010,Fever Dream,Douglas Preston
6/6/2010,61 Hours,Lee Child
6/6/2010,Storm Frey,John Sandford
6/6/2010,A Secret Affair,Mary Balogh
6/6/2010,Surpreme Justice,Philip Margolin
6/13/2010,The Girl Who Kicked The Hornets Nest,Stieg Larson
6/13/2010,Allies,Christie Golden
6/13/2010,Blockade Billy,Stephen King
6/13/2010,Dangerous,Diana Palmer
6/20/2010,Bullet,Laurell K. Hamilton
6/20/2010,The Spy,Clive Cussler & Justin Scott
6/20/2010,The Burning Wire,Jeffrey Deaver
6/20/2010,The Bourne Objective,Eric Van Lustbader
6/20/2010,The Rule Of Nine,Steve Martini
6/27/2010,The Lion,Nelson DeMille
6/27/2010,The Passage,Justin Cronin
6/27/2010,Death Echo,Elizabeth Lovell
7/4/2010,The Overton Window,Glenn Beck
7/4/2010,Whiplash,Catherine Coulter
7/4/2010,Frankenstein: Lost Souls,Dean Koontz
7/4/2010,Lowcountry Summer,Dorothea Benton Frank
7/4/2010,Spies OF The Balkans,Alan Furst
7/4/2010,Imperal Bedrooms,Bret Easton Ellis
7/11/2010,Sizzling Sixteen,Janet Evanovich
7/11/2010,Family Ties,Danielel Steel
7/11/2010,Mission Of Honor,David Weber
7/11/2010,Broken,Karin Slaughter
7/18/2010,Private,James Patterson
7/18/2010,Foreign Influence,Brad Thor
7/18/2010,Ice Cold,Tess Gerritson
7/18/2010,In The Name Of Honor,Richard orth Patterson
7/18/2010,The Thousandd Autumns Of Jacob De Zoet,David Mitchell
7/18/2010,The Particular Sadness Of Lemo Cake,Aimee Bender
7/25/2010,The Search,Nora Roberts
7/25/2010,The Island,Elin Hildebrand
7/25/2010,Undead and Unfinished,MaryJanice Davidson
8/1/2010,Fly Away Home,Jennifer Weiner
8/1/2010,The Glass Rainbow,James Lee Burke
8/1/2010,Faithful Place,Tana French
8/1/2010,Live To Tell,Lisa Gardner
8/8/2010,The Rembrant Affair,Daniel Silva
8/8/2010,The Old Republic: Fatal Alliance,Sean Williams
8/15/2010,Star Island,Carl Hiaasen
8/15/2010,Super Sad True Love Story,Gary Shteyngart
8/15/2010,Queen Of The Night,J. A. Jance
8/22/2010,The Red Queen,Philippa Gregory
8/22/2010,Deaths Excellent Vacation,Charlaine Harris
8/22/2010,Hangman,Faye Kellerman
8/22/2010,Burn,Nevada Barr
8/22/2010,Scarlet Nights,Jude Deveraux
8/29/2010,Tough Custoner,Sandra Brown
8/29/2010,Veil Of Night,Linda Howard
8/29/2010,The Vigilantes,W. E. B. Griffin & William E. Butterworth
8/29/2010,Death On The D-List,Nancy Grace
8/29/2010,Cure,Robin Cook
9/5/2010,The Postcard Killers,James Patterson & Liza Marklund
9/5/2010,The Cobra,Frederick Forsyth
9/5/2010,Thre Stations,Martin Cruz Smith
9/5/2010,Last Night At Charteau Marmont,Lauren Weisberger
9/5/2010,Crossfire,Dick Francis & Felix Francis
9/5/2010,I´D Know You Anywhere,Laura Lippman
9/12/2010,Spider Bones,Kathy Reichs
9/12/2010,Bearers Of The Black Staff (Legends Of Shannara,Terry Brooks
9/12/2010,Juliet,Anne Fortier
9/19/2010,Freedom,Jonathan Frazen
9/19/2010,Dark Peril,Christine Feehan
9/19/2010,Lost Empire,Cliver Cussler & Grant Blackwood
9/19/2010,Body Work,Sara Paretsky
9/19/2010,Maybe This Time,Jennifer Cruise
9/26/2010,No Mercy,Sherrilyn Kenyon
9/26/2010,Getting To Happy,Terry McMillan
9/26/2010,Ape House,Sara Gruen
9/26/2010,Zero History,William Gibson
9/26/2010,The High King Of Montival,S. M. Stirling
10/3/2010,Safe Haven,Nicholas Sparks
10/3/2010,Wicked Appetite,Janet Evanovich
10/3/2010,Warlord,Ted Bell
10/3/2010,Room,Emma Donoghue
10/3/2010,Her Daughters Dream,Francine Rovers
10/3/2010,A Secret Kept,Tatiana de Rosnay
10/10/2010,Bad Blood,John Sandford
10/10/2010,Mini Shopaholic,Sophie Kinsella
10/10/2010,The Fall,Guillermo del Toro
10/17/2010,Fall Of Giants,Ken Follett
10/17/2010,Dont Blink,James Patterson & Howard Roughan
10/17/2010,Squirrel Seeks Chipmunk,David Sedaris
10/17/2010,Naked Heat,Richard Castle
10/17/2010,Legacy,Danielle Steel
10/24/2010,The Reversal,Michael Connelly
10/24/2010,Painted Ladies,Robert B. Parker
10/24/2010,Promise Me,Richard Paul Evans
10/24/2010,Gauntlgrym,R. A. Salvatore
10/31/2010,American Assasin,Vince Flynn
10/31/2010,Our Kindd Of Traitor,John le Carré
11/7/2010,Worth Dying For,Lee Child
11/7/2010,In The Company Of Others,Jan Karon
11/7/2010,The Twelfth Imam,Joel C. Rosenberg
11/7/2010,Chasing The Night,Iris Johansen
11/7/2010,Against All Things Ending,Stephen R. Donaldson
11/14/2010,The Confession,John Grisham
11/14/2010,Side Jobs,Jim Butcher
11/21/2010,Towers Of Midnight,Robert Jordan
11/21/2010,Indulgence In Death,J. D. Robb
11/21/2010,Moonlight Mile,Dennis Lehane
11/21/2010,Edge,Jeffrey Deaver
11/28/2010,Hells Corner,David Baldacci
11/28/2010,"Full Dark, No Stars",Stephen Kind
11/28/2010,I Still Dream About You,Fannie Flagg
12/5/2010,Cross Fire,James Patterson
12/5/2010,Crescent Dawn,Clive Cussler & Dirk Cussler
12/12/2010,The Emperors Tomb,Steve Berry
12/12/2010,The Athena Project,Brad Thor
12/12/2010,An Object Of Beauty,Steve Martin
12/19/2010,Port Mortuary,Patricia Cornwell
12/26/2010,Dead Or Alive,Tom Clancy & Grant Blackwood
,,
2/13/2011,ARCHANGEL’S CONSORT,Nalini Singh
2/13/2011,THE SENTRY,Robert Crais
2/20/2011,TOWERS OF MIDNIGHT,Robert Jordan and Brandon Sanderson
2/20/2011,FATAL ERROR,J.A. Jance
2/20/2011,TRUE GRIT,Charles Portis
2/20/2011,WILD MAN CREEK,Robyn Carr
2/20/2011,SHADOWFEVER,Karen Marie Moning
2/27/2011,WHAT THE NIGHT KNOWS,by Dean Koontz
2/27/2011,THE PERFECT HUSBAND,by Lisa Gardner
2/27/2011,STRATEGIC MOVES,by Stuart Woods
2/27/2011,THE SECRET SOLDIER,by Alex Berenson
2/27/2011,WINTER GARDEN,by Kristin Hannah
2/27/2011,THE INNER CIRCLE,by Brad Meltzer
3/6/2011,THE LOST SYMBOL,by Dan Brown
3/6/2011,THE POSTMISTRESS,by Sarah Blake
3/6/2011,LITTLE BEE,by Chris Cleave
3/6/2011,HOTEL ON THE CORNER OF BITTER AND SWEET,by Jamie Ford
3/6/2011,MARRYING DAISY BELLAMY,by Susan Wiggs
3/6/2011,A HEARTBEAT AWAY,by Michael Palmer
3/6/2011,DEAD OR ALIVE,by Tom Clancy with Grant Blackwood
3/13/2011,HER LAST LETTER,by Nancy C. Johnson
3/13/2011,THIS SIDE OF THE GRAVE,by Jeaniene Frost
3/13/2011,PALE DEMON,by Kim Harrison
3/13/2011,GIDEON’S SWORD,by Douglas Preston and Lincoln Child
3/13/2011,DREAMS OF A DARK WARRIOR,by Kresley Cole
3/20/2011,ALONE,by Lisa Gardner
3/20/2011,A CREED IN STONE CREEK,by Linda Lael Miller
3/20/2011,LIVE WIRE,by Lora Leigh
3/20/2011,HARVEST MOON,by Robyn Carr
3/27/2011,SILENT MERCY,by Linda Fairstein
3/27/2011,RIVER MARKED,by Patricia Briggs
4/3/2011,THE WISE MAN'S FEAR,by Patrick Rothfuss
4/3/2011,MINDING FRANKIE,by Maeve Binchy
4/3/2011,AN ENGAGEMENT IN SEATTLE,by Debbie Macomber
4/3/2011,THE TIGER’S WIFE,by Tea Obreht
4/3/2011,TREACHERY IN DEATH,by J. D. Robb
4/10/2011,BREAKING THE RULES,by Suzanne Brockmann
4/10/2011,A LESSON IN SECRETS,by Jacqueline Winspear
4/10/2011,THE SATURDAY BIG TENT WEDDING PARTY,by Alexander McCall Smith
4/10/2011,TICK TOCK,by James Patterson and Michael Ledwidge
4/10/2011,LEAVING,by Karen Kingsbury
4/17/2011,THE DARKEST SECRET,by Gena Showalter
4/17/2011,HOME FREE,by Fern Michaels
4/17/2011,THE TROUBLED MAN,by Henning Mankell
4/17/2011,VAMPIRE MINE,by Kerrelyn Sparks
4/17/2011,THE JUNGLE,by Clive Cussler with Jack Du Brul
4/17/2011,THE SHADOW OF YOUR SMILE,by Mary Higgins Clark
4/24/2011,CRUNCH TIME,by Diane Mott Davidson
4/24/2011,TOYS,by James Patterson and Neil McMahon
4/24/2011,LOVER UNLEASHED,by J. R. Ward
4/24/2011,LOVE YOU MORE,by Lisa Gardner
4/24/2011,SING YOU HOME,by Jodi Picoult
4/24/2011,NAVARRO'S PROMISE,by Lora Leigh
5/1/2011,LIVE WIRE,by Harlan Coben
5/1/2011,44 CHARLES STREET,by Danielle Steel
5/1/2011,MYSTERY,by Jonathan Kellerman
5/8/2011,QUICKSILVER,by Amanda Quick
5/8/2011,EVE,by Iris Johansen
5/8/2011,A VISIT FROM THE GOON SQUAD,by Jennifer Egan
5/8/2011,THE 9TH JUDGMENT,by James Patterson and Maxine Paetro
5/8/2011,SAVE ME,by Lisa Scottoline
5/15/2011,BEL-AIR DEAD,by Stuart Woods
5/15/2011,SAVAGE NATURE,by Christine Feehan
5/15/2011,ANY MAN OF MINE,by Rachel Gibson
5/15/2011,BORN OF SHADOWS,by Sherrilyn Kenyon
5/15/2011,MOONLIGHT COVE,by Sherryl Woods
5/22/2011,THE LAND OF PAINTED CAVES,by Jean M. Auel
5/22/2011,I’LL WALK ALONE,by Mary Higgins Clark
5/22/2011,NO TIME LEFT,by David Baldacci
5/29/2011,THE SEARCH,by Nora Roberts
6/5/2011,A TURN IN THE ROAD,by Debbie Macomber
6/5/2011,SIXKILL,by Robert B. Parker
6/12/2011,THE FIFTH WITNESS,by Michael Connelly
6/12/2011,FRANKENSTEIN: THE DEAD TOWN,by Dean Koontz
6/12/2011,CONVICTION,by Aaron Allston
6/19/2011,BEACH LANE,by Sherryl Woods
6/19/2011,CREED'S HONOR,by Linda Lael Miller
6/19/2011,MAGIC SLAYS,by Ilona Andrews
6/19/2011,THE RELUCTANT VAMPIRE,by Lynsay Sands
6/19/2011,TRACE OF FEVER,by Lori Foster
6/19/2011,JUST LIKE HEAVEN,by Julia Quinn
6/26/2011,SUMMER RENTAL,by Mary Kay Andrews
6/26/2011,DEAD RECKONING,by Charlaine Harris
6/26/2011,THE JEFFERSON KEY,by Steve Berry
6/26/2011,SOMETHING BLUE,by Emily Giffin
6/26/2011,DREAMS OF JOY,by Lisa See
6/26/2011,HIT LIST,by Laurell K. Hamilton
6/26/2011,THE SIXTH MAN,by David Baldacci
7/3/2011,THE KINGDOM,by Clive Cussler with Grant Blackwood
7/3/2011,SOMETHING BORROWED,by Emily Giffin
7/3/2011,FOLLY BEACH,by Dorothea Benton Frank
7/3/2011,SUMMER SECRETS,by Barbara Freethy
7/3/2011,THE WINTER SEA,by Susanna Kearsley
7/3/2011,SISTERHOOD EVERLASTING,by Ann Brashares
7/10/2011,LEARNING,by Karen Kingsbury
7/10/2011,CARTE BLANCHE,by Jeffery Deaver
7/10/2011,FALLEN,by Karin Slaughter
7/10/2011,BURIED PREY,by John Sandford
7/10/2011,UNLOCKED,by Courtney Milan
7/17/2011,DEEPER THAN MIDNIGHT,by Lara Adrian
7/17/2011,SILVER GIRL,by Elin Hilderbrand
7/17/2011,SAVOR THE DANGER,by Lori Foster
7/17/2011,SIZZLING SIXTEEN,by Janet Evanovich
7/17/2011,10TH ANNIVERSARY,by James Patterson and Maxine Paetro
7/24/2011,THE CREED LEGACY,by Linda Lael Miller
7/24/2011,ESCAPE,by Barbara Delinsky
7/31/2011,HELL'S CORNER,by David Baldacci
7/31/2011,QUINN,by Iris Johansen
7/31/2011,A FEAST FOR CROWS,by George R. R. Martin
7/31/2011,AGAINST ALL ENEMIES,by Tom Clancy with Peter Telep
7/31/2011,BEFORE I GO TO SLEEP,by S. J. Watson
7/31/2011,MAINE,by J. Courtney Sullivan
7/31/2011,THE SILENT GIRL,by Tess Gerritsen
8/7/2011,ONE SUMMER,by David Baldacci
8/7/2011,THE BOURNE DOMINION,by Eric Van Lustbader
8/14/2011,STATE OF WONDER,by Ann Patchett
8/14/2011,SPLIT SECOND,by Catherine Coulter
8/14/2011,LORD OF SCOUNDRELS,by Loretta Chase
8/21/2011,RETRIBUTION,by Sherrilyn Kenyon
8/21/2011,HAPPY BIRTHDAY,by Danielle Steel
8/21/2011,THE BLACK ECHO,by Michael Connelly
8/21/2011,GHOST STORY,by Jim Butcher
8/28/2011,THEN CAME YOU,by Jennifer Weiner
8/28/2011,COLD VENGEANCE,by Douglas Preston and Lincoln Child
8/28/2011,VICTORY AND HONOR,by W. E. B. Griffin and William E. Butterworth IV
9/4/2011,THE IDEAL MAN,by Julie Garwood
9/4/2011,FULL BLACK,by Brad Thor
9/4/2011,THE OMEN MACHINE,by Terry Goodkind
9/4/2011,PORTRAIT OF A SPY,by Daniel Silva
9/4/2011,CUTTING FOR STONE,by Abraham Verghese
9/11/2011,A CLASH OF KINGS,by George R. R. Martin
9/11/2011,THE CONFESSION,by John Grisham
9/11/2011,STEALING FACES,by Michael Prescott
9/11/2011,NOW YOU SEE HER,by James Patterson and Michael Ledwidge
9/11/2011,WICKED APPETITE,by Janet Evanovich
9/11/2011,HEARTS AFLAME,by Johanna Lindsey
9/11/2011,UNTIL PROVEN GUILTY,by J. A. Jance
9/18/2011,FLASH AND BONES,by Kathy Reichs
9/18/2011,BLIND PURSUIT,by Michael Prescott
9/18/2011,ONE GRAVE AT A TIME,by Jeaniene Frost
9/18/2011,CANYONS OF NIGHT,by Jayne Castle
9/18/2011,ONLY YOURS,by Susan Mallery
9/18/2011,THE LEFTOVERS,by Tom Perrotta
9/18/2011,VISCOUNT BRECKENRIDGE TO THE RESCUE,by Stephanie Laurens
9/25/2011,ONE DAY,by David Nicholls
9/25/2011,SECOND SON,by Lee Child
9/25/2011,ENVY,by J.R. Ward
9/25/2011,PREY,by Linda Howard
9/25/2011,DARK PREDATOR,by Christine Feehan
9/25/2011,THE MERCY,by Beverly Lewis
10/2/2011,GODDESS OF VENGEANCE,by Jackie Collins
10/2/2011,SILENT RUN,by Barbara Freethy
10/2/2011,A THOUSAND TOMORROWS,by Karen Kingsbury
10/2/2011,HOW FIRM A FOUNDATION,by David Weber
10/2/2011,ABUSE OF POWER,by Michael Savage
10/2/2011,THE RACE,by Clive Cussler and Justin Scott
10/2/2011,ROBERT B. PARKER’S KILLING THE BLUES,by Michael Brandman
10/9/2011,MILE 81,by Stephen King
10/9/2011,REAMDE,by Neal Stephenson
10/9/2011,1105 YAKIMA STREET,by Debbie Macomber
10/9/2011,LISTEN TO YOUR HEART,by Fern Michaels
10/9/2011,BLIND FAITH,by CJ Lyons
10/9/2011,THE PARIS WIFE,by Paula McLain
10/9/2011,SON OF STONE,by Stuart Woods
10/16/2011,THE UNQUIET,"by J.D. Robb, Mary Blayney, Patricia Gaffney, Ruth Ryan Langan and Mary Kay McComas"
10/16/2011,FEAST DAY OF FOOLS,by James Lee Burke
10/16/2011,CHRISTMAS AT TIMBERWOODS,by Fern Michaels
10/16/2011,THE DARKEST SURRENDER,by Gena Showalter
10/16/2011,ONLY HIS,by Susan Mallery
10/16/2011,IN PURSUIT OF ELIZA CYNSTER,by Stephanie Laurens
10/16/2011,HEAT RISES,by Richard Castle
10/23/2011,NEVERWINTER,by R. A. Salvatore
10/23/2011,NEW YORK TO DALLAS,by J. D. Robb
10/23/2011,SURVIVORS,"by James Wesley, Rawles"
10/30/2011,SUICIDE RUN,by Michael Connelly
10/30/2011,MIRACLE CURE,by Harlan Coben
10/30/2011,SNUFF,by Terry Pratchett
10/30/2011,SARAH’S KEY,by Tatiana de Rosnay
10/30/2011,KILL ME IF YOU CAN,by James Patterson and Marshall Karp
10/30/2011,A KILLING TIDE,by P. J. Alderman
11/6/2011,THE DOVEKEEPERS,by Alice Hoffman
11/6/2011,THE TEHRAN INITIATIVE,by Joel C. Rosenberg
11/6/2011,CROSS FIRE,by James Patterson
11/6/2011,WIRED,by Douglas E. Richards
11/6/2011,THE NIGHT CIRCUS,by Erin Morgenstern
11/6/2011,THE SENSE OF AN ENDING,by Julian Barnes
11/6/2011,THE LADY OF THE RIVERS,by Philippa Gregory
11/13/2011,CAN YOU KEEP A SECRET?,by Sophie Kinsella
11/13/2011,BONEMAN'S DAUGHTERS,by Ted Dekker
11/13/2011,WYOMING TOUGH,by Diana Palmer
11/13/2011,NEVER LOVE A HIGHLANDER,by Maya Banks
11/13/2011,THE SNOW ANGEL,by Glenn Beck
11/13/2011,LETHAL,by Sandra Brown
11/13/2011,THE NIGHT ETERNAL,by Guillermo del Toro and Chuck Hogan
11/20/2011,OUT OF OZ,by Gregory Maguire
11/20/2011,BRING ME HOME FOR CHRISTMAS,by Robyn Carr
11/20/2011,ONLY US,by Susan Mallery
11/20/2011,THE ABBEY,by Chris Culver
11/20/2011,THE GUARDIAN,by Sherrilyn Kenyon
11/20/2011,LOST DECEMBER,by Richard Paul Evans
11/27/2011,THE ALLOY OF LAW,by Brandon Sanderson
11/27/2011,ANGLE OF INVESTIGATION,by Michael Connelly
11/27/2011,SHOCK WAVE,by John Sandford
11/27/2011,THE PRAGUE CEMETERY,by Umberto Eco
12/4/2011,THE OLD REPUBLIC: REVAN,by Drew Karpyshyn
12/4/2011,1225 CHRISTMAS TREE LANE,by Debbie Macomber
12/4/2011,HOTEL VENDOME,by Danielle Steel
12/4/2011,1Q84,by Haruki Murakami
12/11/2011,LONGING,by Karen Kingsbury
12/11/2011,DEVIL’S GATE,by Clive Cussler and Graham Brown
12/11/2011,TO WED A WILD LORD,by Sabrina Jeffries
12/11/2011,THE MARRIAGE PLOT,by Jeffrey Eugenides
12/18/2011,THE ART OF RACING IN THE RAIN,by Garth Stein
12/18/2011,TRUE BLUE AND CARRERA’S BRIDE,by Diana Palmer
12/18/2011,SMOKIN’ SEVENTEEN,by Janet Evanovich
12/25/2011,LAWE'S JUSTICE,by Lora Leigh
12/25/2011,ALL SHE EVER WANTED,by Barbara Freethy
12/25/2011,THE CHRISTMAS WEDDING,by James Patterson and Richard DiLallo
12/25/2011,THE SCOTTISH PRISONER,by Diana Gabaldon
12/25/2011,SOFT TARGET,by Stephen Hunter
1/1/2012,THE ART OF FIELDING,by Chad Harbach
1/1/2012,MICRO,by Michael Crichton and Richard Preston
1/8/2012,V IS FOR VENGEANCE,by Sue Grafton
1/8/2012,D.C. DEAD,by Stuart Woods
1/8/2012,COVERT WARRIORS,by W.E.B. Griffin and William E. Butterworth IV
1/15/2012,HIDDEN SUMMIT,by Robyn Carr
1/15/2012,SPIRIT BOUND,by Christine Feehan
1/15/2012,DOWN THE DARKEST ROAD,by Tami Hoag
1/22/2012,RED MIST,by Patricia Cornwell
1/22/2012,77 SHADOW STREET,by Dean Koontz
1/29/2012,LOTHAIRE,by Kresley Cole
1/29/2012,THE 7TH MONTH,by Lisa Gardner
1/29/2012,COPPER BEACH,by Jayne Ann Krentz
1/29/2012,GIDEON’S CORPSE,by Douglas Preston and Lincoln Child
1/29/2012,LOVE IN A NUTSHELL,by Janet Evanovich and Dorien Kelly
1/29/2012,LOCKED ON,by Tom Clancy with Mark Greaney
2/5/2012,ISLAND OF LOST GIRLS,by Jennifer McMahon
2/5/2012,DEATH OF KINGS,by Bernard Cornwell
2/5/2012,THE ROPE,by Nevada Barr
2/5/2012,BELIEVING THE LIE,by Elizabeth George
2/5/2012,KILL ALEX CROSS,by James Patterson
2/12/2012,DARKER AFTER MIDNIGHT,by Lara Adrian
2/12/2012,A LADY NEVER SURRENDERS,by Sabrina Jeffries
2/12/2012,WHAT IT WAS,by George Pelecanos
2/12/2012,RAYLAN,by Elmore Leonard
2/12/2012,BONNIE,by Iris Johansen
2/12/2012,GOLDEN LIES,by Barbara Freethy
2/19/2012,THE CAPTURE OF THE EARL OF GLENCRAE,by Stephanie Laurens
2/19/2012,LUCKY PENNY,by Catherine Anderson
2/19/2012,DEATH COMES TO PEMBERLEY,by P. D. James
2/19/2012,LAST MAN STANDING,by Cindy Gerard
2/19/2012,THE TIGER'S WIFE,by Téa Obreht
2/19/2012,NIGHT ROAD,by Kristin Hannah
2/19/2012,ONE FOR THE MONEY,by Janet Evanovich
2/26/2012,LEFT FOR DEAD,by J. A. Jance
2/26/2012,THE SUMMER GARDEN,by Sherryl Woods
2/26/2012,TAKEN,by Robert Crais
3/4/2012,WIFE BY WEDNESDAY,by Catherine Bybee
3/11/2012,A PERFECT BLOOD,by Kim Harrison
3/11/2012,THE SHADOW PATROL,by Alex Berenson
3/11/2012,PRIVATE: #1 SUSPECT,by James Patterson and Maxine Paetro
3/11/2012,HOME FRONT,by Kristin Hannah
3/11/2012,THE WOLF GIFT,by Anne Rice
3/11/2012,CATCH ME,by Lisa Gardner
3/11/2012,I'VE GOT YOUR NUMBER,by Sophie Kinsella
3/18/2012,THE DARKEST SEDUCTION,by Gena Showalter
3/18/2012,RAINSHADOW ROAD,by Lisa Kleypas
3/18/2012,THE SWEETEST THING,by Barbara Freethy
3/18/2012,CINNAMON ROLL MURDER,by Joanne Fluke
3/18/2012,ONE GOOD DOG,by Susan Wilson
3/25/2012,FAIR GAME,by Patricia Briggs
3/25/2012,WRATH,by Laurann Dohner
3/25/2012,CELEBRITY IN DEATH,by J. D. Robb
4/1/2012,FATE OF THE JEDI: APOCALYPSE,by Troy Denning
4/1/2012,THE EXPATS,by Chris Pavone
4/1/2012,EXTREMELY LOUD AND INCREDIBLY CLOSE,by Jonathan Safran Foer
4/8/2012,PRIVATE GAMES,by James Patterson and Mark Sullivan
4/8/2012,FORCE OF NATURE,by C. J. Box
4/8/2012,VICTIMS,by Jonathan Kellerman
4/8/2012,REDWOOD BEND,by Robyn Carr
4/8/2012,PHANTOM,by Ted Bell
4/8/2012,THE THIEF,by Clive Cussler and Justin Scott
4/8/2012,FALL FROM GRACE,by Richard North Patterson
4/8/2012,THE HELP,by Kathryn Stockett
4/8/2012,KILL SHOT,by Vince Flynn
4/15/2012,LOVING,by Karen Kingsbury
4/15/2012,A PERFECT STORM,by Lori Foster
4/15/2012,ELEGY FOR EDDIE,by Jacqueline Winspear
4/15/2012,WANTED: UNDEAD OR ALIVE,by Kerrelyn Sparks
4/15/2012,LONE WOLF,by Jodi Picoult
4/15/2012,THE SPELLMAN FILES,by Lisa Lutz
4/22/2012,SACRÉ BLEU,by Christopher Moore
4/22/2012,THE LIMPOPO ACADEMY OF PRIVATE DETECTION,by Alexander McCall Smith
4/22/2012,THE SHOEMAKER’S WIFE,by Adriana Trigiani
4/22/2012,SACR BLEU,by Christopher Moore
4/22/2012,THE SHOEMAKER'SWIFE,by Adriana Trigiani
4/22/2012,LOVER REBORN,by J. R. Ward
4/22/2012,THE AFFAIR,by Lee Child
4/29/2012,COME HOME,by Lisa Scottoline
4/29/2012,TIGER,by Laurann Dohner
4/29/2012,STAY CLOSE,by Harlan Coben
4/29/2012,BETRAYAL,by Danielle Steel
4/29/2012,CHASING FIRE,by Nora Roberts
5/6/2012,UNNATURAL ACTS,by Stuart Woods
5/6/2012,WHAT DOESN'T KILL YOU,by Iris Johansen
5/6/2012,THE LOST YEARS,by Mary Higgins Clark
5/6/2012,A MATTER OF HONOR,by Jeffrey Archer
5/6/2012,THE GIRL WHO PLAYED WITH FIRE,by Stieg Larsson
5/13/2012,CRYSTAL GARDENS,by Amanda Quick
5/13/2012,UNDER A VAMPIRE MOON,by Lynsay Sands
5/13/2012,TRICKED,by Kevin Hearne
5/20/2012,SUNRISE POINT,by Robyn Carr
5/20/2012,A BREWING STORM,by Richard Castle
5/20/2012,ROBERT B. PARKER’S LULLABY,by Ace Atkins
5/20/2012,THE GIRL WHO KICKED THE HORNET’S NEST,by Stieg Larsson
5/20/2012,ROBERT B. PARKER'_S LULLABY,by Ace Atkins
5/20/2012,THE GIRL WHO KICKED THE HORNET'S NEST,by Stieg Larsson
5/20/2012,THE WIND THROUGH THE KEYHOLE,by Stephen King
5/27/2012,BRING UP THE BODIES,by Hilary Mantel
